,PARK,name,place_id,rating,user_ratings_total,num_results,address,exists on ChicagoPark District?,other notes
413,COMMERCIAL CLUB PGD. of CHICAGO,Commercial Club Park,ChIJdWtXUMvSD4gRdWPLSNXZH7o,4.4,97.0,1.0,,,
414,HERMITAGE,Hermitage Park,ChIJtUhbU0UuDogR0yZ-7tXesP8,4.1,98.0,1.0,,,
415,KENWOOD COMM.,Kenwood Community Park,,4.4,197.0,0.0,,,
416,LAWLER (MICHAEL),Lawler (Michael) Park,ChIJqdbAOuIwDogRlUNm3IdAcT0,4.2,55.0,1.0,,,
417,O'HALLAREN (BERNARD),O'Hallaren (Bernard) Park,ChIJ5TtKNY8vDogRIANi6YUFyJM,4.1,121.0,1.0,,,
418,LEONE (SAM) BEACH,Leone Beach Park,ChIJeXKbYqvRD4gRnk6cmm9f7GY,4.5,492.0,1.0,,,
419,SMITH (JOSEPH HIGGINS),Smith (Joseph Higgins) Park,ChIJI8cyylMtDogRV9Ol0LQodyo,4.5,500.0,1.0,,,
420,STROHACKER (HOWARD),Strohacker (Howard) Park,ChIJDfkhXKExDogRM_rZS1ruXAo,4.2,96.0,1.0,,,
421,ANDERSON (LOUIS),Anderson (Louis) Park,ChIJr31VeQgsDogRwCC8NoRBFUI,4.3,46.0,1.0,,,
422,AUGUSTA (CARPENTER),Augusta Park,ChIJNeQhQtXMD4gRs0P0DeoWkJw,4.0,87.0,1.0,,,
423,BARRETT (JOHN),Barrett (Charles) Park,ChIJ2YnD7KEtDogRF1G-co8WzSA,4.3,71.0,1.0,,,
424,BOSLEY (WILLIAM),Bosley (William) Park,ChIJ8Wt30UssDogROADUOGcJ2as,4.4,84.0,1.0,,,
425,DONOVAN (GEORGE),Donovan (George) Park,ChIJvea9eTAsDogRwZuDxJbfvxw,4.5,114.0,1.0,,,
426,FOSCO (PETER),Fosco Park,ChIJ1UXZnwItDogRZoVWCRQwAfg,4.3,227.0,1.0,,,
427,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen Park,ChIJCcVjQpwuDogRwKHPrJgFFf4,4.3,128.0,1.0,,,
428,CLARK (JOHN),Clark (Richard) Park,ChIJx-CqsXnSD4gRyc4qkNb7-Q0,4.6,352.0,1.0,,,
429,DEAN (JOHN),Dean (John) Park,ChIJ2RzYm8XSD4gRP2pj4K0srGQ,4.7,55.0,1.0,,,
430,MICEK (FRANK),Micek (Frank) Park,ChIJN5pvrGouDogRv-22EGUtX58,5.0,5.0,1.0,,,
431,GROSS (THEODORE),Gross (Theodore) Park,ChIJS40CcgfSD4gRhZT-_O4eewg,4.4,89.0,1.0,,,
432,HAAS (JOSEPH),Haas (Joseph) Park,,4.6,55.0,0.0,,,
433,HARDING (GEORGE),Harding (George) Playground Park,ChIJr2crgjHND4gRMEl1RuX60GQ,4.4,15.0,0.0,,,
434,HORAN (ALBERT),Horan (Albert) Park,ChIJuzYBxpgyDogRSRKPfe1nctA,4.1,33.0,1.0,,,
435,HOYNE (THOMAS),Hoyne (Thomas) Park,ChIJJe7V8-ktDogRuq5JDbJpkiE,4.4,84.0,1.0,,,
436,DURSO (JOHN),Durso (John) Park,ChIJm4X4oTXTD4gRlE2wqA3kmV8,4.4,42.0,1.0,,,
437,INDIAN ROAD,Indian Road Park,ChIJyxHwc0vJD4gRMsEZR1sKXHY,4.6,76.0,1.0,,,
438,KEDVALE,Kedvale Park,ChIJ4b16by_ND4gRUyjxODDKbe4,4.3,90.0,1.0,,,
439,KELLS (GEORGE),Kells (George) Park,ChIJzed8Y60yDogR7drBK5whdt8,4.2,120.0,1.0,,,
440,DEGEORGE (BERNICE),DeGeorge Park,ChIJqxvtXsTMD4gR4VtgpN8V1sI,3.7,7.0,1.0,,,
441,KENSINGTON,Kensington Park,ChIJr9Ey6J4mDogRzmHkHLnEyJk,3.9,18.0,1.0,,,
442,KEN-WELL,Ken-Well Park,ChIJxww63gDND4gRI0vuuxEGVCQ,4.3,135.0,1.0,,,
443,WHITE (WILLYE B.),White (Willye B.) Park,ChIJ20MVJEzQD4gRGwYAjrEtoJo,4.3,131.0,1.0,,,
444,LOWE (SAMUEL),Lowe (Samuel) Park,ChIJ5TiPVJQuDogRoQMGyLMk0yg,3.9,41.0,1.0,,,
445,MAPLEWOOD,Maplewood Park,ChIJ-1JjiqPSD4gRfkxSKFJirdo,4.6,117.0,1.0,,,
446,MARSHFIELD,Marshfield Park,ChIJ5VaVvn0lDogRDS5z9-mQsY4,4.4,16.0,1.0,,,
447,GARIBALDI (GIUSEPPI),Garibaldi (Giuseppe) Park,ChIJ3XLudBktDogRt6g67hfLqSY,4.5,66.0,1.0,,,
448,MEMORIAL,Memorial Park,ChIJ1V85ZxrMD4gRntI08rrAOEU,3.9,42.0,1.0,,,
449,MEYERING (WILLIAM),Meyering (William) Park,ChIJ8fdUoM0oDogRAstFKu2SAI0,4.1,113.0,1.0,,,
450,MOORE (MAURICE),Moore (Maurice) Park,ChIJM-jkHD4zDogRE1b4AlWNAoE,4.1,215.0,1.0,,,
451,MORAN (TERRANCE),Moran (Terrance) Park,ChIJvyAI6PYuDogRnXF37GrmCy0,3.8,72.0,1.0,,,
452,MUNROE,Munroe (Roy) Park,ChIJzYGvEyYlDogRyRFhjtJYpME,4.2,56.0,0.0,,,
453,MURRAY (DAVID),Murray (David) Park,,4.0,99.0,0.0,,,
454,NORMANDY,Normandy Park,ChIJHWI1dsc2DogR9I7AzZM7rOo,4.3,96.0,1.0,,,
455,LITTLE VENICE,Little Venice Park,ChIJIWNGcxQuDogRDPNsIvN65tU,4.2,37.0,1.0,,,
456,PARK-VIEW,Parkview Park,ChIJwRVzv6bND4gRYAUSTqP8QR0,4.1,65.0,1.0,,,
457,PASCHEN (CHRISTIAN),Paschen (Christian) Park,ChIJc31MmMnRD4gRvAR4lPlonlE,4.1,73.0,1.0,,,
458,PIETROWSKI (SYLVESTER),Pietrowski (Sylvester) Park,ChIJId-9jgnYEYgRnY4dLELNMfA,4.4,21.0,1.0,,,
459,MCKIERNAN (DAVID),Mc Kiernan Park,ChIJyRdKBNY6DogRZZabk1nRNG4,4.2,46.0,1.0,,,
460,SCHREIBER,Schreiber Park,ChIJ2UbijbzRD4gRqr4j8r9FfgQ,4.5,191.0,1.0,,,
461,"KUCINSKI-MURPHY (VICKI, ROSEBETH)","Kucinski-Murphy (Vicki, Rosebeth) Park",ChIJYxSO1tgtDogRh-PfnPx2OBs,4.4,11.0,1.0,,,
462,BACK OF THE YARDS,Basketball Court,,4.0,7.0,2.0,,https://www.chicagoparkdistrict.com/parks-facilities/back-yards-park,
463,TILTON (GEORGE),Tilton (George) Park,ChIJXz62WtgyDogRhTepawn9NGc,3.7,62.0,1.0,,,
464,DOBSON,Dobson Park,ChIJ0Q-iEe8pDogRc2Fmi0M6zCg,0.0,0.0,1.0,,,
465,"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert Park,ChIJQSwc8UAtDogRJZLgQMm8rkU,4.4,36.0,1.0,,,
466,LIMAS (JULIANN HOPE),Limas (Juliann Hope) Park,ChIJ6dPG9mUyDogRMuov76t46sU,3.8,44.0,1.0,,,
467,VETERANS' MEMORIAL,Veterans' Memorial Park,ChIJywswuK8sDogRkK1xrMDQbqc,4.5,97.0,1.0,,,
468,WAGNER (CLARENCE),Wagner (Clarence) Park,ChIJgYa3_r0vDogR0Sn7s8WdAf8,5.0,1.0,1.0,,,
469,WALLACE,Wallace Playground Park,ChIJreEjVo0lDogRAC--oED4RZc,4.1,19.0,0.0,,,
470,WASHTENAW,Washtenaw Park,ChIJS80GSY8tDogRezj9H6YOxpQ,4.2,40.0,1.0,,,
471,WILSON (JOHN),Wilson (John P.) Park,ChIJKYuZDDQsDogRylGAJCDoofo,4.5,99.0,0.0,,,
472,ELSTON (DANIEL),Elston (Daniel) Park,ChIJBdy6IoXND4gRRWSSoYF6MV0,4.3,40.0,1.0,,,
473,WOLFE (RICHARD),Wolfe (Richard) Park,ChIJC2IBFYEnDogRP1S3EPh1HrM,4.2,71.0,1.0,,,
474,WOODHULL (ROSS),Woodhull (Ross) Park,ChIJgVaoM_EoDogRiLb6dpjn_Lk,3.9,85.0,1.0,,,
475,WRIGHTWOOD,Wrightwood Park,ChIJUR7hYfrSD4gR5wySsQ74n_o,4.5,242.0,1.0,,,
476,LANGDON (MARY MARGARET),Langdon (Mary Margaret) Playlot Park,ChIJ80U8GrnRD4gRyAodf8zNiQk,4.2,32.0,1.0,,,
477,ANDERSONVILLE,Andersonville Playlot Park,,4.5,24.0,0.0,5233 N. Ashland Ave.,https://www.chicagoparkdistrict.com/parks-facilities/andersonville-park,
478,KRAUSE (FRANCIS VERNON),Krause (Francis Vernon) Park,ChIJm-b_xXnYEYgRlxdlx8O5-5s,4.3,31.0,1.0,,,
479,EMERALD,Emerald Park,ChIJH3KXE-wuDogRxaZdHJUE4fU,0.0,0.0,0.0,,,
480,WESOLEK (MARLENE),Wesolek (Marlene) Park,ChIJs3mdn5bfEYgRUZMrb08yyjY,4.5,6.0,1.0,,,
481,BIXLER (RAY),Bixler (Ray) Park,ChIJTSYhvhMpDogRKTHHIAGCezE,4.6,86.0,1.0,,,
482,BUENA CIRCLE,Buena Circle Park,ChIJh03iGcvTD4gRElRej_XZTTo,4.5,107.0,1.0,,,
483,CARMEN,Carmen Park,ChIJfwTheyrSD4gRMBjXiC8RMFs,4.6,12.0,1.0,,,
484,CARPENTER (PHILO),Carpenter (Philo) Playlot Park,ChIJnw2nf_suDogRBND_BeztRsU,3.7,17.0,1.0,,,
485,CENTRAL,Central Park,ChIJa1w2oLUyDogR5cHdBe8G4CI,3.8,22.0,1.0,,,
486,CHRISTIANA,Christiana Park,ChIJxQNM9IgyDogRHBJjpDf90L4,3.4,20.0,1.0,,,
487,KORCZAK (JANUSZ),Korczak (Janusz) Park,ChIJ5xNxx-fRD4gRsFgtwkFJRVQ,4.4,11.0,1.0,,,
488,CLYBOURN (ARCHIBALD),Clybourn (Archibald) Park,ChIJQ5JtMyLTD4gRD2Ln7QEi9mk,4.1,25.0,1.0,,,
489,DAVIS (MARGARET),Davis (Margaret) Park,,3.7,33.0,0.0,,,
490,FELLGER (CHARLES),Fellger (Charles) Park,ChIJOctdvmDSD4gR43D5mDdrwNE,4.4,154.0,1.0,,,
491,GLADYS (GUNDERSON),Gladys (Gunderson) Park,ChIJZaYE6ZcyDogRJkDvgxH1RzY,4.1,8.0,1.0,,,
492,GRAND,Grand Park,,3.8,59.0,0.0,,,
493,HARDING (FREDERICK),Harding (Frederick) Playground Park,ChIJk0kKeTHND4gRgK-tNiA0GZE,3.1,26.0,1.0,,,
494,ZATTERBERG (HELEN),Zatterberg (Helen) Park,ChIJbSCYNTnSD4gRe_qaBGDreT8,4.6,52.0,1.0,,,
495,HOMAN (JOSEPH),Homan (Joseph) Park,ChIJnwv6h2MyDogRhFitxL7TOAs,4.5,8.0,1.0,,,
496,HUBBARD (GURDON),Hubbard (Gurdon) Park,ChIJye02iTAzDogR0d9TEVEse8I,3.9,44.0,1.0,,,
497,HANSBERRY (LORRAINE),Lorraine Hansberry Park,ChIJr1YFbcsuDogRCtO9Vh9Ge7Y,4.0,20.0,1.0,,,
498,JACKSON (ROBERT),Jackson (Andrew) Park,ChIJ69_oRgcpDogRbMp0Svo9ogg,4.5,6308.0,1.0,,,
499,JEFFERSON (THOMAS),Jefferson (Thomas) Memorial Park,ChIJBfXOYRrMD4gRUA0c-rGN-0A,4.4,325.0,1.0,,,
500,KEELER (CYRUS),Keeler (Cyrus) Park,ChIJTQo9q_syDogRsVNptQtzwzc,4.0,3.0,1.0,,,
501,KENMORE,Kenmore Playlot Park,ChIJqSyEl6vTD4gRFmdlvULQfeI,4.2,19.0,1.0,,,
502,KEYSTONE,Keystone Playlot Park,,4.4,44.0,0.0,,,
503,LANGLEY,Langley Park,,4.3,33.0,0.0,,,
504,THUIS (GRACE ZWIEFKA),Thuis (Grace Zwiefka) Park,ChIJfx1VVyPMD4gRioJ5uABG3YQ,4.4,40.0,1.0,,,
505,LONDON (LOUIS),Trumbull (Lyman) Park,ChIJWwMkf7snDogRkluV6K_ihf0,4.2,58.0,1.0,,,
506,HUMBERT (JAMES),Humbert (James) Park,ChIJFWx31kAsDogR5fvOEoSNv7E,4.4,39.0,1.0,,,
507,LUELLA,Luella Park,ChIJ_bzO9vInDogRW943WGMXo2k,2.7,3.0,1.0,,,
508,"LUNT (ORRINGTON, STEPHEN)",Playground Park,,4.8,12.0,2.0,2239 W. Lunt Ave.,https://www.chicagoparkdistrict.com/parks-facilities/lunt-orrington-stephen-park,
509,MERRYMAN (THERON),Merryman (Theron) Park,ChIJAaeXMkTSD4gR3MWeIXbiHm0,4.5,49.0,1.0,,,
510,MERRILL (GEORGE),Merrill (George) Park,ChIJHRSOL8knDogRy50AkORejaQ,3.1,42.0,1.0,,,
511,MILLARD (ALDEN),Millard (Alden) Park,ChIJv5s3uIwyDogR2pssYcqwQIc,3.9,26.0,1.0,,,
512,MILLER (SAMUEL),Miller Park,ChIJLXgfG-QsDogREMED5EnYrkY,4.3,6.0,0.0,846 S.Miller St.,https://www.chicagoparkdistrict.com/parks-facilities/miller-samuel-park,
513,MONTGOMERY (MABEL),Montgomery (Mabel) Playground Park,ChIJFUqBNtIvDogRoo9FELYnW78,4.0,34.0,1.0,,,
514,MONTICELLO,Monticello Playlot Park,,4.3,27.0,0.0,1810 N. Monticello Ave.,,
515,MORGAN (THOMAS LEEDS) FIELD,Morgan (Thomas Leeds) Field Park,ChIJo-4-W5YlDogR3229e4JZIaU,0.0,0.0,1.0,,,
516,NELSON (ANDREW),Nelson Park,ChIJtzk4Q5sOkIARed5W3LVsja4,4.5,413.0,1.0,,,
517,WEISMAN (ALBERT),Weisman Playground,ChIJozaSYAfTD4gRymCHbyQhQa4,4.7,98.0,1.0,,,
518,OAKLEY,,,3.9,23.0,0.0,6441 S. Oakley Ave.,https://www.chicagoparkdistrict.com/parks-facilities/oakley-park,
519,OHIO & HARDING,Ohio & Harding Park,ChIJMUY9gc4yDogRgA731T-FF0Q,3.6,43.0,1.0,,,
520,OHIO,Ohio Park,,3.7,36.0,0.0,,,
521,BRYNFORD,Brynford Playlot Park,,4.3,8.0,0.0,5636 N. Pulaski Rd.,https://www.chicagoparkdistrict.com/parks-facilities/brynford-park,
522,SUPERA (LOUIS),Supera Park,ChIJwdjGd_3SD4gRZ9LDQRvgPtc,4.6,58.0,1.0,,,
523,WENDT (KENNETH),Wendt Playlot Park,ChIJq0h1baXTD4gRylxdd27iNZ4,4.6,47.0,1.0,,,
524,SACRAMENTO,Sacramento Playlot Park,ChIJPQxH8IXND4gR3aDHk7jYKyk,4.7,28.0,1.0,,,
525,SCHAEFER (EDWARD),Schaefer (Edward) Park,ChIJrUrpl6zTD4gRZy4ovql7diA,4.5,4.0,1.0,,,
526,SAINT LOUIS,Saint Louis Playground Park,ChIJpUAeQ7cyDogRVoNMznyuPjI,4.2,12.0,0.0,,,
527,SUPERIOR,Superior Playground Park,ChIJEwsA5kotDogRMVcIqnTso40,4.4,49.0,1.0,,,
528,SUMMERDALE,W Summerdale Ave,ChIJqz0USyjKD4gRjEjQV85ejX8,2.1,10.0,0.0,,,
529,TILL-MOBLEY (MAMIE),Mamie Till-Mobley Park,,4.9,8.0,0.0,6404 S. Ellis Ave.,https://www.chicagoparkdistrict.com/parks-facilities/mamie-till-park,
530,SINTIC (GREGORY),Sintic (Gregory) Park,ChIJ2W1rsUMsDogR3NnqOdBPjvY,4.3,30.0,1.0,,,
531,MCKEON (JOSEPH),McKeon (Joseph) Park,ChIJX8eFUTwsDogRCsEHsNEbro8,4.2,13.0,1.0,,,
532,MASON (ELIZABETH),Mason Park,,0.0,0.0,2.0,4100 W. West End Ave.,https://www.chicagoparkdistrict.com/parks-facilities/mason-elizabeth-park,
533,WESTERN,Western Playlot Park,,4.2,9.0,2.0,907 N. Western Ave.,https://www.chicagoparkdistrict.com/parks-facilities/western-park,
534,PARK WEST,Park West Playlot Park,ChIJszcLYQ_TD4gR4m6XCJxYNjU,4.3,26.0,1.0,,,
535,ADAMS (JOHN C.),Adams (John C.) Park,ChIJHfZnnOooDogR4arx5t7Oipc,4.1,18.0,1.0,,,
536,CONNORS (WILLIAM),Connors (William) Park,ChIJ_QOCSFLTD4gRXNEgT-bCLEI,4.5,134.0,1.0,,,
537,ARCADE,Arcade Park,ChIJf_wFAoYmDogRsvBlAuSLgPU,4.6,44.0,1.0,,,
538,AUBURN,,,4.3,98.0,0.0,406 W. Winneconna Pkwy.,https://www.chicagoparkdistrict.com/parks-facilities/auburn-park,
539,LEVIN (JOHN),Levin (John) Park,ChIJt1-CXE8zDogRmuKXa7dPDto,3.9,116.0,1.0,,,
540,AUSTIN (HENRY),Austin Park Playground,,3.0,2.0,2.0,5951 W. Lake St.,https://www.chicagoparkdistrict.com/parks-facilities/austin-henry-park,
541,BARNARD (AMY L.),Barnard Park Playground,ChIJ_zaCdBslDogRHPxt64nJRxM,4.5,25.0,0.0,,,
542,MID-NORTH,Mid-North Park,ChIJ6wU1xBLTD4gRM7JMSyAqb_k,4.3,6.0,1.0,,,
543,BICKERDIKE (GEORGE) SQUARE,Bickerdike Square Park,ChIJ4cwbOywtDogRJ1CCbK3fDlI,4.3,48.0,1.0,,,
544,CHAMBERLAIN TRIANGLE,Chamberlain Triangle Park,ChIJBQ10eeArDogRgUz6KLK-aA8,4.1,7.0,1.0,,,
545,MULBERRY POINT,Mulberry Point Park,ChIJV5crKXTJD4gRnrfwChfVFa4,0.0,0.0,1.0,,,
546,DIXON (LORRAINE),Lorraine Dixon Park,ChIJuz5SucwnDogRHKldBe8uVPA,4.5,2.0,1.0,,,
547,DICKINSON (ARTHUR),Dickinson (Arthur) Park,ChIJzRYsy0DMD4gRlyhjz2TVt0o,4.5,105.0,1.0,,,
548,GREEN (JEFFREY),,,4.8,4.0,0.0,,,
549,ELLIS (SAMUEL),Ellis (Samuel) Park,ChIJdyk-JPIrDogRw89XyCiAELA,4.5,295.0,1.0,,,
550,EUGENIE TRIANGLE,Eugenie Triangle Park,ChIJY5xhL0LTD4gRq3z54lw622M,4.6,8.0,1.0,,,
551,MARIANO (LOUIS),Mariano (Louis) Park,ChIJEY8_2lHTD4gRO-wEhAH9L2Q,4.7,95.0,1.0,,,
552,FERNWOOD PKWY.,Fernwood Parkway Park,,4.0,30.0,0.0,,,
553,HODES (BARNET),Hodes (Barnet) Park,ChIJPxstukApDogRADvVUuK1_sM,0.0,0.0,1.0,,,
554,KINZIE (JOHN) PKWY.,Kinzie Park,ChIJuUpTvcksDogRICvhQRHx1Yw,0.0,0.0,1.0,,,
555,LILY GARDENS,Lily Gardens Park,ChIJuVT8nxcvDogRDtRwL5KVkRY,3.9,24.0,1.0,,,
556,"MELLIN (CURTIS, SR.)",Mellin Playlot Park,ChIJY9BNVTLRD4gRjGFHYQfifbI,5.0,1.0,1.0,,,
557,MYRTLE GROVE,Myrtle Grove Park,ChIJBQq_Cm7JD4gRMCW_ZQJsGlI,4.7,3.0,0.0,,,
558,ADDAMS (JANE) MEML.,,,4.5,224.0,0.0,,,
559,HARRIS (RYAN) MEMORIAL,Ryan Harris Memorial Park,ChIJZeuxyBgvDogRsEXWWYv1j_k,4.3,48.0,1.0,,,
560,NORWOOD CIRCLE,Norwood Circle Park,ChIJJXXx6m_JD4gRgpUEndnY2Gk,4.6,19.0,1.0,,,
561,PULLMAN (GEORGE),,,4.3,4.0,3.0,,,
562,CENTENNIAL,Centennial Park,ChIJtf8yb8LJD4gR1Q6CaZ9dpkE,5.0,1.0,0.0,6068 N. Northwest Highway,https://www.chicagoparkdistrict.com/parks-facilities/centennial-park,By Norwood Train Station
563,BUTTERNUT,Butternut Park,ChIJk1e-RWopDogR6Q7hv2BGWso,4.7,20.0,1.0,,,
564,SENECA,Seneca Park,ChIJd5ldjVTTD4gR_DL5V-QTFfs,4.6,208.0,1.0,,,
565,WASHINGTON SQUARE,Washington Square Park,ChIJIeM5yU3TD4gRFJaNrKRx-u4,4.6,642.0,1.0,,,
566,HARTIGAN (DAVID) BEACH,Hartigan Beach Park,ChIJo0W80gnRD4gRE0QBq56Vw7g,4.6,337.0,1.0,,,
567,DORIA (HELEN) BEACH,Columbia Beach,,4.7,160.0,0.0,1040 W Columbia Ave,https://www.chicagoparkdistrict.com/parks-facilities/helen-doria-beach,"Helen Doria Beach doesn't exist on Google, seems to be Columbia Beach, which is at the right address. "
568,FARGO (JAMES) BEACH,Fargo (James) Beach Park,ChIJAXgWg1TQD4gRI8p12YBQZAQ,4.6,69.0,1.0,,,
569,BERGER (ALBERT),Berger (Albert) Park,ChIJxdmSMQvRD4gRxX8VnJFP80A,4.6,453.0,1.0,,,
570,HOWARD (URE) BEACH,Howard Beach,,4.4,35.0,2.0,,https://www.chicagoparkdistrict.com/parks-facilities/howard-ure-beach-park,"""Howard Beach park"" is permanently closed on Google. ""Howard Beach"" and ""Howard Beach playground"" (at same location) are open"
571,GRIFFIN (MARION MAHONY),Marion Mahony Griffin Beach Park,ChIJv8T5pFTQD4gRe0ICdtNa6jM,4.5,159.0,1.0,,,
572,PARK NO. 593,Park No. 593 Nature Play Space,ChIJ0Qp0UR3ND4gRIqHM_Ovl9PQ,3.4,8.0,1.0,,,
573,JUNEWAY BEACH,Juneway Beach Park,ChIJr1NC_lDQD4gRyrNyA4VKwdA,4.4,103.0,1.0,,,
574,NORTH SHORE BEACH,North Shore Beach Park,ChIJnf0vEQjRD4gR9AE57ZgZF90,4.7,169.0,1.0,,,
575,PRINZ (TOBEY) BEACH,Tobey Prinz Beach Park,ChIJo7p-6wfRD4gRuhnLHdAYCpg,4.7,615.0,1.0,,,
576,ROGERS (PHILLIP) BEACH,Rogers Beach,ChIJrQR6FFHQD4gRFmscNFs7xsA,4.5,284.0,1.0,,,
577,LANE (GEORGE) BEACH,Lane (George) Beach Park,ChIJLbQ7IfbRD4gRKGOqjSJcN-Q,4.6,34.0,1.0,,,
578,LYLE (JOHN),,,4.3,4.0,0.0,,,
579,MIDWAY PLAISANCE,Midway Plaisance Park,ChIJG4eICRcpDogRmkHfjIgToAc,4.6,718.0,1.0,,,
580,JONQUIL,Jonquil Park,ChIJu7YUowPTD4gR0wI-gQ-0Qmo,4.6,305.0,1.0,,,
581,SUMAC,,,4.8,12.0,0.0,,https://www.chicagoparkdistrict.com/parks-facilities/sumac-park,
582,SYCAMORE,Sycamore Park,ChIJrd7nc0IpDogRyyz-SJJJfwI,4.4,17.0,1.0,,,
583,CHESTNUT,,,4.7,3.0,0.0,,https://www.chicagoparkdistrict.com/parks-facilities/chestnut-park,
584,EVERGREEN,Evergreen Park,ChIJ-SsSh6bTD4gRMvHg27NBvPE,4.5,26.0,1.0,,,
585,CLOVER,Clover Park,ChIJpbFXcuTSD4gRxotr-wRBIpw,4.6,36.0,1.0,,,
586,RUIZ (IRMA C.),Irma C Ruiz Park,ChIJC5CTlIwxDogRvvZRrh2VvFY,4.5,33.0,1.0,,,
587,CEDAR,Cedar Playlot Park,ChIJQdwyZn_RD4gRh7VBPLVBMw0,4.5,73.0,1.0,,,
588,AIELLO (JOHN),Aiello (John) Park,ChIJ73dbHmDLD4gRxzJk5iQFE0k,4.0,26.0,1.0,,,
589,FILBERT,Filbert Playlot Park,ChIJEben_kDSD4gRvLftWbLJKAo,4.4,39.0,1.0,,,
590,MAPLE,Maple Playlot Park,,4.7,21.0,0.0,2047 N. Spaulding Ave.,https://www.chicagoparkdistrict.com/parks-facilities/maple-park,
591,MULBERRY,Mulberry Playlot Park,ChIJ4-y4IcgtDogRy19sEP9yrMI,3.9,15.0,1.0,,,
592,PARK NO. 591,,,-1.0,-1.0,0.0,3900 South Lake Park Avenue,https://www.chicagoparkdistrict.com/parks-facilities/park-no-591,"Only thing that comes up near here is Bronzeville Dog Park, which is no. 592"
593,LEE (JOHN),,,4.6,18.0,0.0,,,
594,PINE,Pine Park,ChIJZz7MX8QnDogRghbWFNve0a4,0.0,0.0,0.0,,,
595,JACOLIK (FLORIAN S.),Jacolik (Florian S.) Park,ChIJHwVTrbMtDogRKuVX25uxYrQ,4.4,30.0,1.0,,,
596,PARK NO. 565,Indian Ridge Marsh,,5.0,1.0,0.0,11740 S Torrence Ave,https://www.chicagoparkdistrict.com/parks-facilities/indian-ridge-marsh,
597,BLOOMINGDALE TRAIL,Bloomingdale Trail Park,ChIJlcnbf1_ND4gRDbyuU3VDmlk,4.7,1095.0,1.0,,,
598,PARK NO. 582,,,-1.0,-1.0,0.0,,No,
599,PARK NO. 583,,,0.0,0.0,3.0,10108 S. Exchange Ave.,https://www.chicagoparkdistrict.com/parks-facilities/park-no-583,
600,PARK NO. 585,,,-1.0,-1.0,0.0,6049 S Whipple St,https://www.chicagoparkdistrict.com/parks-facilities/park-no-585,Not marked as a park on google maps and nothing park like at this address
601,PARK NO. 586,,,-1.0,-1.0,0.0,,No,
602,PARK NO. 587,,,-1.0,-1.0,0.0,,No,
603,PARK NO. 584,,,-1.0,-1.0,0.0,,No,
604,PARK NO. 588,,,-1.0,-1.0,0.0,,No,
605,PARK NO. 595,,,-1.0,-1.0,0.0,"813 East 130th Place Riverdale, IL 60827",https://www.chicagoparkdistrict.com/parks-facilities/park-no-595,Not marked as a park on google maps and nothing park like at this address
606,PARK NO. 594,,,-1.0,-1.0,0.0,,No,
607,PARK NO. 589,,,-1.0,-1.0,0.0,,No,
608,PARK NO. 590,,,-1.0,-1.0,4.0,3938-40 S. Indiana Ave.,https://www.chicagoparkdistrict.com/parks-facilities/park-no-590,"""Bronzeville Dog Park"" is the only thing that comes up at this location, but that's Park 592"
609,PARK NO. 592,Bronzeville Dog Park,,4.3,21.0,3.0,4149 -53 S. Vincennes Avenue,https://www.chicagoparkdistrict.com/parks-facilities/park-no-592-2,
610,PARK NO. 596,Brighton Park Community Campus (Park No. 596),,-1.0,-1.0,0.0,,https://www.chicagoparkdistrict.com/park-no-596-project-updates,Seems like it doesn’t exist yet
611,PARK NO. 597,,,-1.0,-1.0,0.0,,No,
612,PARK NO. 598,Park No. 598,ChIJRzYadQ_TD4gR3-FsDJMaU9c,3.8,14.0,1.0,1514 N. Larrabee,https://www.chicagoparkdistrict.com/parks-facilities/park-no-598,
613,PARK NO. 599,,,-1.0,-1.0,0.0,,No,
614,PARK NO. 600,Deadstick Pond Park,,3.5,4.0,0.0,12701 S Stony Island Ave,https://www.chicagoparkdistrict.com/parks-facilities/park-no-600-deadstick-pond,
615,PARK NO. 601,Dunning-Read Natural Area,,0.0,0.0,0.0,4050 North Oak Park Avenue,https://www.chicagoparkdistrict.com/parks-facilities/park-no-601,
616,PARK NO. 602,,,-1.0,-1.0,0.0,,No,
617,SPRUCE,Spruce Park,ChIJq7cd0BspDogR3VJYkxXtuJE,4.3,8.0,2.0,,,
618,LINDEN,Linden Park,ChIJJ4sWGTLND4gRZHNWQUW8k0w,3.5,8.0,2.0,,,
619,HICKORY,Hickory Park,ChIJCVtBVdPTD4gRKv8n37YIAns,4.3,12.0,2.0,,,
620,MINUTEMAN,Minuteman Park,ChIJyRhBSyQxDogRSwTZnTJ4t8o,0.0,0.0,0.0,,,
621,STARS & STRIPES,Stars and Stripes Park,ChIJufqOzOo2DogRdIUBqgt8INY,0.0,0.0,2.0,,,
373,PARK NO. 546,Lakeshore East Park,,4.8,477.0,3.0,450 E. Benton Place,https://www.chicagoparkdistrict.com/parks-facilities/park-no-546,
373,PARK NO. 546,Lakeshore East Dog Park,,4.6,109.0,3.0,450 E. Benton Place,https://www.chicagoparkdistrict.com/parks-facilities/park-no-546,
462,BACK OF THE YARDS,Back of the Yards Park,,0.0,0.0,2.0,,https://www.chicagoparkdistrict.com/parks-facilities/back-yards-park,
