,name,place_id,rating,user_ratings_total,lat_g,lng_g
425,The Village Inn Bar,ChIJb1qCTiItDogRFI3gGw7uaFk,5,7,41.820669,-87.64083199999999
627,Side Street Saloon,ChIJUdu8XfjSD4gR3eWd7Yz49sQ,4.7,217,41.9344241,-87.66585769999999
628,Bureau Bar and Restaurant,ChIJreaOqhMtDogREsyrRF4y8YY,3.4,632,41.8537198,-87.6268692
629,W XYZ Bar,ChIJ-7kCNwEtDogRv0r3KR_LsGc,4.3,22,41.8932703,-87.6213338
631,The Wild Hare & Singing Armadillo Frog Sanctuary,ChIJ_19bjrLTD4gRMkulph9iPKY,4.4,1142,41.9294932,-87.64904949999999
634,Moody Tongue,ChIJKREupjctDogRPMJ46mxncfM,4.6,435,41.8469335,-87.6252206
636,Output Lounge & Sports Bar,ChIJP7kGM6LTD4gR5ownY1FvvFc,4.3,155,41.9496305,-87.6586366
638,The Baton Show Lounge,ChIJS4vDf7EsDogRURPwc3CUKsU,4.6,740,41.9677429,-87.6586988
639,Danny's Pizza Place,ChIJo4IFQjcxDogRUM9lRrhEZz8,4.5,1037,41.7947675,-87.76750729999999
640,HVAC Pub,ChIJ79dqjrLTD4gRCYX1tuCTjWA,4,474,41.94624719999999,-87.65614389999999
641,Illuminated Brew Works,ChIJT_hGkXktDogRKjjlWhz3lf4,4.9,102,41.9939701,-87.80246029999999
642,Declan's Irish Pub,ChIJvUXnnkjTD4gRXgDxhUfj09U,4.2,389,41.9050321,-87.6346992
643,Rush Street,ChIJ82T37C60D4gRQL-ytaVvnw0,4.1,559,41.9732323,-87.90052159999999
727,ROCKS lakeview,ChIJV9ve1aTTD4gR569nrCfNs74,4.4,1177,41.9450319,-87.6457252
729,The Brig,ChIJlQc9RyrND4gRE160KNWzPvA,4.9,7,41.967917,-87.77162539999999
795,West 55th Street,ChIJZY_QXqMxDogR9Kr9w1jODHU,4.4,174,41.79291810000001,-87.7282062
801,Thee Beauty Bar,ChIJMZkU8eIrDogRcYw5f3kDurM,4.5,224,41.8169362,-87.6062594
809,Venue OverDrive,ChIJEcRh_XssDogROUI5yZbllPc,4.7,151,41.8499662,-87.62356679999999
867,Gaslight,ChIJ82ZhUP3SD4gR0RKfiNge4lg,4.3,502,41.92681220000001,-87.64161089999999
932,Gilt Bar,ChIJ0bBajbYsDogRhY8z-LYaZr4,4.6,1333,41.889287,-87.6353347
